HOUSE_TYPE,PRICE_PER,BJDONG_NM,CENTER_LONG,CENTER_LATI
연립다세대,1747.7054331340503,번동,127.03675551051244,37.62904413412293
연립다세대,1971.9636973356469,신월동,126.83432123077874,37.52660593745799
연립다세대,4308.045551212145,개포동,127.06259188505676,37.48027638208536
연립다세대,5145.005960487733,역삼동,127.0385490769512,37.50007839967135
연립다세대,2474.3200146521253,상도동,126.9440804462442,37.49870787980003
연립다세대,2250.768543249474,하월곡동,127.03935699563534,37.60468156510123
연립다세대,3920.775171585728,잠원동,127.00909158692494,37.51510276517586
연립다세대,2161.583683284533,화곡동,126.8472706001972,37.540699201322994
연립다세대,1433.7050397099076,방학동,127.03106431008626,37.665283907981184
연립다세대,1543.3896627883676,공릉동,127.09101086682487,37.630496379881066
연립다세대,1577.214287772214,홍은동,126.9385709042098,37.59302549117553
연립다세대,1878.4529277741806,역촌동,126.91462526557598,37.6045776295367
연립다세대,2419.250149777074,불광동,126.9355775268644,37.619155862149974
연립다세대,3111.374801686418,성산동,126.90469377493744,37.56565855521696
연립다세대,1819.8233462956184,오류동,126.83854726394608,37.4919918844728
연립다세대,4079.6078678214403,신길동,126.91361404352892,37.506064430223205
연립다세대,2016.7122974626004,신내동,127.10080876635266,37.61260284187596
연립다세대,2151.59406507936,갈현동,126.91357868388484,37.62154267658806
연립다세대,2263.9187288155185,목동,126.874521339432,37.53604466340131
연립다세대,2250.9979428807455,상계동,127.07033673387208,37.67299194181273
연립다세대,2124.9221928701004,봉천동,126.9534874765543,37.47797496610814
연립다세대,3332.7076935927594,하왕십리동,127.0280249710694,37.56398726679418
연립다세대,5121.03535856953,성수동1가,127.04282053255558,37.54361013482139
연립다세대,2294.6895649824173,독산동,126.8982967098815,37.46747612339402
연립다세대,5605.666813192214,방배동,126.99311799562292,37.47949267195766
연립다세대,2594.2229024537332,돈암동,127.0182784560044,37.59779444774695
연립다세대,5450.242042532863,노량진동,126.94188374828862,37.511569947642336
연립다세대,5070.144823495635,이촌동,126.96653207983836,37.51745298057991
연립다세대,5166.281566181814,서계동,126.9667991722266,37.55216608069694
연립다세대,1605.6150204289181,수유동,127.00737178236452,37.63832677944964
연립다세대,2390.1448933737693,대조동,126.92315293702484,37.61225609331376
연립다세대,2630.544449367839,휘경동,127.06452154066405,37.58821353212453
연립다세대,2824.2746501879737,신정동,126.93035131820749,37.543178482062096
연립다세대,2824.2746501879737,신정동,126.8557190417005,37.51519455087799
연립다세대,1978.289410303641,항동,126.82459683794686,37.481036282021215
연립다세대,1960.881340670748,신사동,126.9072033689634,37.59561341565446
연립다세대,1960.881340670748,신사동,127.0265021417178,37.52380657423338
연립다세대,10649.915058606586,청담동,127.0504717775772,37.52439589934928
연립다세대,3982.5206213649967,고덕동,127.15823011188463,37.56382203459346
연립다세대,4283.862562978263,서초동,127.01680535750032,37.48837476066834
연립다세대,3574.1672022613375,잠실동,127.08339049764068,37.5119628280698
연립다세대,2109.360162822263,상월곡동,127.04777420744264,37.6061701407617
연립다세대,3039.496268945781,천호동,127.12763147740576,37.544376009316714
연립다세대,3082.9045612798795,방이동,127.12538894253488,37.51567462461493
연립다세대,1650.299798314311,쌍문동,127.0270974101564,37.65335781177766
연립다세대,2861.2968852306267,사당동,126.97231151798462,37.485622527920334
연립다세대,2633.5008036089343,장안동,127.07002444607362,37.57020694782509
연립다세대,4424.6435115064705,행당동,127.03598863989598,37.55762723715426
연립다세대,2974.12081352078,상일동,127.1696399453634,37.55110315997119
연립다세대,4642.822320843806,북아현동,126.95438644117792,37.5624196966443
연립다세대,2547.5278728305743,중곡동,127.08878691844792,37.56353618720835
연립다세대,3181.4160762826727,용두동,127.03429171485794,37.57572086231629
연립다세대,5135.950932005675,공덕동,126.95494771882709,37.548070476424705
연립다세대,4757.517841218286,대치동,127.06334667950938,37.49918983082211
연립다세대,3017.4424927137147,녹번동,126.93458290540777,37.605309755631055
연립다세대,2271.2458980028105,창전동,126.9300885513184,37.550265062353155
연립다세대,2629.072257894821,이문동,127.0632499833876,37.59946110520826
연립다세대,4835.805934960874,아현동,126.95631975429208,37.554468382783945
연립다세대,3042.410825783979,문정동,127.12255946532606,37.48558503611152
연립다세대,2979.292744600135,도림동,126.90054204843766,37.50910124208346
연립다세대,2948.830053031556,장위동,127.04991549658914,37.61521889311376
연립다세대,2843.3677272113405,면목동,127.08921892289165,37.58237609941504
연립다세대,11183.284647739963,성수동2가,127.0566360208888,37.5406864075005
연립다세대,2494.698408253299,등촌동,126.8543090962772,37.55456418997172
연립다세대,3149.076480551744,영등포동,126.90691319479248,37.51378577572174
연립다세대,3130.920713141812,중동,126.90616779602506,37.571630834829875
연립다세대,1984.3775184968338,개봉동,126.8519426662647,37.494224747761535
연립다세대,3238.7503999722785,마장동,127.04074278864152,37.567364209303
연립다세대,3939.3461385415862,흑석동,126.96233704706508,37.50549290376016
연립다세대,3795.2008349211146,마곡동,126.829409872915,37.568649088623175
연립다세대,3189.961573640105,석촌동,127.10251312460892,37.502726254178654
연립다세대,2025.0775054388357,내발산동,126.8333047024842,37.55249139372813
연립다세대,2331.4024971072163,구기동,126.95927536040698,37.619378239513765
연립다세대,2802.3126377655976,홍제동,126.94895107306588,37.58707668244387
연립다세대,3517.3313737305825,진관동,126.93782346490224,37.63967722434144
연립다세대,2180.1153976633586,시흥동,126.90928980328589,37.449530199101986
연립다세대,2145.4136608318486,응암동,126.9231250595101,37.59383528652553
연립다세대,2982.359582109959,망원동,126.89993048134066,37.555477732312426
연립다세대,2740.106612459945,오금동,127.13402013341098,37.50400505475779
연립다세대,1747.7462642577118,남가좌동,126.91944122847062,37.57562164983495
연립다세대,2763.2065567976915,암사동,127.13106240400548,37.55780509238078
연립다세대,2722.0765607575468,신당동,127.01366961097342,37.55791053163123
연립다세대,2039.8947133126767,길음동,127.0221422467614,37.60859152447063
연립다세대,1861.5903729306217,숭인동,127.01894561605954,37.575574096780194
연립다세대,2507.2589768579505,황학동,127.02083852573874,37.56854521188203
연립다세대,1488.2675704873684,도봉동,127.02923517733603,37.684848971479674
연립다세대,2799.6782063613036,신대방동,126.9171909623841,37.49267402527196
연립다세대,5495.391695547412,도화동,126.95004819946654,37.53975917629893
연립다세대,3359.0129141179514,답십리동,127.05669876347422,37.57101949114032
연립다세대,6651.450343289597,본동,126.95365895145984,37.5124477714215
연립다세대,2864.9184410046696,염창동,126.87178059435476,37.554549561429376
연립다세대,2768.2821608730537,가락동,127.11840441939488,37.49568677990765
연립다세대,2594.996253005755,중화동,127.07814676117592,37.6005014515641
연립다세대,2691.496226475574,풍납동,127.1139970165966,37.53320666327234
연립다세대,2434.539809238432,가양동,126.85105981036835,37.567889449871224
연립다세대,3669.1752565860984,도곡동,127.04527689043202,37.48859587613891
연립다세대,3457.946963964085,신공덕동,126.95594297545462,37.54413092481795
연립다세대,2413.020273942649,신림동,126.93580773340328,37.46319952201074
연립다세대,1937.4668033916676,미아동,127.0238798762682,37.62109934674796
연립다세대,2197.130762346009,연희동,126.93282762424415,37.57198173019036
연립다세대,2933.95605779849,광장동,127.1047097030555,37.547832780011206
연립다세대,2882.8787223305367,양평동3가,126.89104772041624,37.52903606607547
연립다세대,1636.8320781658717,회기동,127.05145341917289,37.59373569617633
연립다세대,2302.119209175197,옥수동,127.02058997393202,37.540887663500186
연립다세대,2670.404528475148,성내동,127.12899214043996,37.53049385169329
연립다세대,2326.808957402414,보문동6가,127.01886416937695,37.58039122012148
연립다세대,4421.2577549961925,논현동,127.031712478427,37.51367912993379
연립다세대,3416.1753962428193,화양동,127.0732226948858,37.54323211080179
연립다세대,2018.272230366642,고척동,126.858875817984,37.503168238245614
연립다세대,3869.081158013871,영등포동1가,126.91286680684452,37.517626418271384
연립다세대,2632.7572909446976,명일동,127.15081019495686,37.54905366226175
연립다세대,1448.1294920810258,하계동,127.0725099594334,37.63764458714343
연립다세대,4168.153486710942,후암동,126.980622771398,37.54990199731986
연립다세대,4157.020387596537,양재동,127.03742173850948,37.47196936465512
연립다세대,1703.9958799359079,정릉동,126.99766937098944,37.615586951442225
연립다세대,3586.790760793609,문래동5가,126.88385584048704,37.516682920081536
연립다세대,2411.476211672895,응봉동,127.03380803625718,37.550887159014245
연립다세대,3027.820600236598,대림동,126.900128911302,37.49542734758569
연립다세대,5251.860926062968,효창동,126.96097111390652,37.542824394635765
연립다세대,2391.0733894780637,방화동,126.81358719586136,37.57589544611857
연립다세대,4008.1949003109044,용답동,127.0563597635983,37.56146709144105
연립다세대,3957.733097214514,대흥동,126.94319685161834,37.5498040641047
연립다세대,2956.5114503735253,둔촌동,127.14472693241336,37.5282635714739
연립다세대,2175.6245275621777,묵동,127.07974156439344,37.612713124313935
연립다세대,1509.4730555370509,우이동,127.00051722444942,37.66328646306527
연립다세대,2928.7057619357934,상봉동,127.08712030165584,37.59847694715502
연립다세대,2344.3960990096866,북가좌동,126.91118899754072,37.57880151045278
연립다세대,3563.6538381126506,대방동,126.92800815596662,37.5068788212364
연립다세대,2963.844204332853,상암동,126.87988623319272,37.57072003647314
연립다세대,5128.306605254494,반포동,127.00076347605462,37.50396464822147
연립다세대,5154.419192329364,금호동4가,127.024301485942,37.545465930717256
연립다세대,2602.095410281672,구로동,126.88468696337424,37.49423457994257
연립다세대,5445.688388360749,삼성동,127.0561216060426,37.5139689371812
연립다세대,3869.388860592137,자양동,127.07452453170116,37.53169649781548
연립다세대,2337.6570272271306,망우동,127.10632857277436,37.599587276102184
연립다세대,1790.8319771717881,창동,127.04406470622502,37.647745491815094
연립다세대,4889.185525995749,이태원동,126.9925227651108,37.53851001601468
연립다세대,2644.1485478070213,석관동,127.06148091611152,37.6082658183207
연립다세대,4845.570893051877,청파동1가,126.96746849694227,37.548792041386974
연립다세대,2245.6217934500296,평창동,126.9745007230845,37.61302930533325
연립다세대,2494.92444126599,구의동,127.09284919894276,37.54440944937811
연립다세대,1246.4592368801264,중계동,127.07999779125096,37.65101288661096
연립다세대,3241.718414063844,송파동,127.11354718758948,37.50510761154363
연립다세대,2983.865756886317,마천동,127.15275251791014,37.49848696830423
연립다세대,4221.425546895285,충신동,127.00596199280643,37.57495880238612
연립다세대,3023.577556259472,회현동1가,126.98151449399457,37.556510312046015
연립다세대,7133.124324879604,노고산동,126.93778538675218,37.55438895228857
연립다세대,6438.057790247784,자곡동,127.10035102126302,37.476268479930354
연립다세대,4078.5425583962965,수색동,126.8945465125158,37.585573481118566
연립다세대,4620.807620856808,신수동,126.93682967808036,37.54857717559063
연립다세대,1632.676370865255,동숭동,127.00487909862032,37.581403921847574
연립다세대,2154.776058564552,온수동,126.8206168227773,37.49414445079123
연립다세대,2873.7376463903984,서교동,126.91879840951502,37.553839380609624
연립다세대,2887.0798947046537,당산동,126.9040115706976,37.53642450483842
연립다세대,3766.2550532892315,문래동3가,126.89571530396154,37.5172701913735
연립다세대,2631.601953582831,길동,127.14592904185352,37.53961619000997
연립다세대,6167.016395357024,한강로2가,126.96859828583578,37.531541330889866
연립다세대,8833.27685088634,한강로3가,126.96219181979669,37.52766829781342
연립다세대,3067.5911865865605,삼전동,127.09188803768618,37.50190204743216
연립다세대,3611.257174924575,당산동4가,126.89913605068972,37.52903856574709
연립다세대,12119.331981540394,보광동,127.00093636641196,37.526871808980935
연립다세대,8717.818483029449,한남동,127.00517887965913,37.537542548151926
연립다세대,3766.166147357706,합정동,126.9090449981631,37.54702306046542
연립다세대,2750.3867719872587,군자동,127.07367190751611,37.55303731783956
연립다세대,2440.8679333287087,제기동,127.03724055033032,37.583775030771534
연립다세대,2004.1054156285597,구산동,126.90731080703928,37.611072602353374
연립다세대,3067.0711349086137,금호동2가,127.02041492867168,37.55303985493152
연립다세대,3349.221340513823,우면동,127.01794436004808,37.46593428048647
연립다세대,3068.254555748806,거여동,127.14497969053632,37.489726894027825
연립다세대,2715.4160042395333,홍파동,126.9639856866014,37.57115083713443
연립다세대,1775.407647228492,월계동,127.05674102546848,37.62824386541814
연립다세대,3200.6582412420767,신도림동,126.88218517004144,37.5099460149011
연립다세대,3392.502905905082,전농동,127.05570536405564,37.57974743326816
연립다세대,3051.744538430225,용산동2가,126.98501900875516,37.54288619825783
연립다세대,2650.926457042256,가산동,126.8837782478907,37.47668465005587
연립다세대,3097.4797375443463,양평동4가,126.89615163446744,37.5363178277667
연립다세대,8481.610826337735,염리동,126.94732838463976,37.54913172008571
연립다세대,2383.8337695077607,가리봉동,126.88803772989328,37.48270010632648
연립다세대,4476.6227171925,신설동,127.02556085245747,37.5749436956359
연립다세대,3165.475527990471,청운동,126.96932389009248,37.58920545163482
연립다세대,2178.4162398122717,동소문동1가,127.00726437124564,37.590039325998234
연립다세대,7893.548847735583,세곡동,127.10459678585212,37.46436944623918
연립다세대,2306.968358266673,종암동,127.03390334508477,37.59717389335986
연립다세대,7082.975407321132,원효로3가,126.95765932564396,37.534327056229394
연립다세대,2827.4166011494904,남현동,126.97776851593538,37.46411143344172
연립다세대,3039.514543277487,천연동,126.9594360612699,37.56790609966186
연립다세대,2659.398144448506,신원동,127.06217060245564,37.4440741995561
연립다세대,5689.209329098224,청파동3가,126.96711162093077,37.543255901769236
연립다세대,3548.9455887472523,송정동,127.0620787208393,37.553179752690966
연립다세대,3866.1782886782885,한강로1가,126.97302173220744,37.536077500492596
연립다세대,3369.941218702189,대현동,126.94631349624264,37.560412626930166
연립다세대,2711.852102996986,혜화동,127.00175479474866,37.58781302311143
연립다세대,3933.9148242325227,용강동,126.94045248143571,37.5414984909524
연립다세대,3163.085984800228,영등포동7가,126.90711967736986,37.52429193122779
연립다세대,2996.0540992749584,체부동,126.97087303204206,37.57759349965921
연립다세대,7991.631382730673,일원동,127.08286049104916,37.488008106820445
연립다세대,2973.822440153375,성북동,126.99291261828093,37.597245010994975
연립다세대,3385.6613996970627,당산동6가,126.90288026026408,37.5346606208331
연립다세대,1620.168277885267,삼청동,126.98100988457196,37.59075470415767
연립다세대,2029.4840964395742,동소문동4가,127.01065603977528,37.59175708071464
연립다세대,2092.3824413645752,삼선동3가,127.01306627243676,37.586543216665405
연립다세대,4375.511585579069,용문동,126.95969085130466,37.53765917878438
연립다세대,2049.774252921378,명륜2가,126.99904129388828,37.58470007701993
연립다세대,3014.92433308827,능동,127.0817381550733,37.55057936342495
연립다세대,2947.756072477829,산천동,126.95143524922042,37.5354857944641
연립다세대,4066.6799999562995,상수동,126.92448716178278,37.5466706437852
연립다세대,8215.784708844107,원효로4가,126.95071627640822,37.53255077429333
연립다세대,3130.041286251654,동교동,126.92515423679856,37.55759508575316
연립다세대,4179.748410519413,당산동1가,126.8985127612387,37.52168456030789
연립다세대,2013.4630539673215,궁동,126.82852559348945,37.500432768671565
연립다세대,2239.8809325968186,금호동1가,127.0249946141967,37.55356062877322
연립다세대,3351.548193851782,필동3가,126.99702176604552,37.55851623655044
연립다세대,3386.6003166888477,창천동,126.9342113696831,37.55869869335811
연립다세대,4512.848679806262,금호동3가,127.01955708315214,37.549892457775286
연립다세대,3159.421222595398,영등포동8가,126.90529436924352,37.52829994600516
연립다세대,4323.915620030252,현석동,126.9343747096854,37.54222205707352
연립다세대,4404.619368301398,당산동2가,126.893705744736,37.52248372355299
연립다세대,3621.5884542384156,증산동,126.90596446730832,37.584168127045594
연립다세대,3373.5224200732723,연남동,126.92152855304708,37.5630232338545
연립다세대,2907.348201966278,삼선동4가,127.01316770762286,37.5900247762906
연립다세대,2213.19333898688,신영동,126.96183780823505,37.60252000546712
연립다세대,6117.59731722862,원효로2가,126.96333967525436,37.53629745084032
연립다세대,2740.209648407716,삼선동2가,127.01137580783735,37.58387954805537
연립다세대,1730.6662780106528,동선동5가,127.01666926862214,37.596286610248455
연립다세대,3106.657735429434,창신동,127.0124485787116,37.57540762160564
연립다세대,3484.367926458268,영등포동2가,126.9121946850571,37.520609857723166
연립다세대,3348.8229172364986,당산동3가,126.89711351458064,37.52586213949938
연립다세대,3384.480588426206,도선동,127.03355005061894,37.56381115501381
연립다세대,2498.584207835899,보문동5가,127.02008518496882,37.582398456646075
연립다세대,1953.0143834422518,보문동2가,127.01823149269512,37.58575726756298
연립다세대,10692.33259384623,동빙고동,126.99514525873006,37.524461611559005
연립다세대,9996.418901544883,주성동,126.9998219138566,37.52130228006352
연립다세대,5949.641221953746,영등포동3가,126.9078989301965,37.518262914465
연립다세대,3780.1948429529366,마포동,126.94384420166696,37.53713452996969
연립다세대,2972.2766610856033,예장동,126.9901170625273,37.555221644384424
연립다세대,3474.572044963213,필동2가,126.9947217345554,37.55877226962126
연립다세대,2647.9008000041126,상도1동,126.95064170454968,37.50327443968304
연립다세대,2222.2993423775138,동소문동6가,127.01425561708612,37.59353155201267
연립다세대,5841.193912583326,신문로2가,126.96922532735066,37.57086963187709
연립다세대,8445.045489742823,서빙고동,126.99131142792916,37.51862166444776
연립다세대,3217.5649742008386,양평동6가,126.8895728212249,37.542637630235106
연립다세대,2560.1285821911247,청량리동,127.045288768553,37.5887959287965
연립다세대,3654.733949917637,양평동5가,126.89264505361884,37.539366659570625
연립다세대,1707.3174696052736,연건동,126.99969439117476,37.57870344083053
연립다세대,3655.31802864364,영천동,126.9577081515544,37.570299217695194
연립다세대,2670.6406356101597,안암동2가,127.02318669915104,37.58690018393774
연립다세대,1974.3500592381436,원서동,126.98826331318952,37.58392421013851
연립다세대,2802.4484112705604,공항동,126.80893306555524,37.55391791037705
연립다세대,2124.1721103627265,삼선동1가,127.0078933542153,37.5849131322796
연립다세대,2394.712430675117,옥인동,126.96341008149724,37.58353853364109
연립다세대,2191.870498279088,동작동,126.97387524335258,37.49921742348401
연립다세대,3057.2409336984456,사근동,127.04760047694192,37.55890772349832
연립다세대,2083.31331443443,누상동,126.96273702005308,37.58039872906021
연립다세대,1804.4759825327512,개화동,126.8035926508052,37.5871140137266
연립다세대,1624.7670837948638,안암동5가,127.02838532417744,37.58845682267109
연립다세대,3933.8637480138286,중림동,126.96633643082674,37.558836213000575
연립다세대,1699.3831267009373,만리동1가,126.96731339486176,37.556165631539976
연립다세대,3778.1013547726884,사직동,126.9659572423807,37.57541165584238
연립다세대,2020.336307664463,필운동,126.9681452560928,37.577299434811856
연립다세대,1749.1055737979486,삼선동5가,127.01587788024752,37.588540827788385
연립다세대,6909.651384354706,신창동,126.95497810633758,37.53577367952522
연립다세대,3709.835625149952,홍익동,127.03234853205322,37.56649089343599
연립다세대,8455.556032590737,원효로1가,126.96744687217809,37.53998055515266
연립다세대,2394.6437905591906,보문동7가,127.0223785070424,37.579773680700086
연립다세대,2057.5746643531693,명륜4가,126.9998816334622,37.58223245425522
연립다세대,1970.3537127811353,부암동,126.96559042130346,37.59476324556175
연립다세대,2614.4186795810683,동선동4가,127.01862413506754,37.59519640054105
연립다세대,2260.940080000947,충정로2가,126.96417623409316,37.564853948305114
연립다세대,4360.158572787112,청파동2가,126.9662426092252,37.54600826479549
연립다세대,3982.88863485558,양평동1가,126.88869864627355,37.523190208593505
연립다세대,1915.794996222718,안암동1가,127.02210700764752,37.58870611055133
연립다세대,3233.4661643240106,내곡동,127.0767406910146,37.458149770465056
연립다세대,3593.506650252054,영등포동6가,126.90307415213174,37.52163220111002
연립다세대,2812.5369990572485,명륜1가,126.99748755409696,37.58911429431966
연립다세대,3208.789367465434,가회동,126.98484153469136,37.58268347207925
연립다세대,4987.498423024526,충정로3가,126.96196372689748,37.562117013495346
연립다세대,2232.783476311914,행촌동,126.96262743980544,37.57368012492684
연립다세대,1560.2279667124149,홍지동,126.9564818138634,37.60085595551893
연립다세대,4767.992471938209,구수동,126.93256322437648,37.54576155609859
연립다세대,3305.9362792351594,장충동1가,127.00758681225786,37.560980126965134
연립다세대,3399.9153024911034,을지로6가,127.00688418736875,37.5677831215302
연립다세대,1332.389783782212,명륜3가,126.99314729461652,37.58822121021423
연립다세대,1464.8959336287523,동소문동7가,127.01419803536376,37.59632605151137
연립다세대,6425.873959943274,신계동,126.9657739336505,37.535180512645795
연립다세대,2755.8830302985057,이화동,127.00563300102678,37.5772404917289
연립다세대,2243.004489167812,효자동,126.97195272945544,37.58266755624465
연립다세대,1106.4682577838862,외발산동,126.8196337589572,37.54708772071814
연립다세대,2109.766445324008,장충동2가,127.00058989169148,37.554994794730405
연립다세대,2640.162398652229,천왕동,126.83981902082006,37.480835735835825
연립다세대,4979.205433634993,영등포동4가,126.9035777653571,37.51789068880999
연립다세대,2161.9958807560834,성북동1가,127.00370311178123,37.58952568653537
연립다세대,2597.0601710488863,동선동3가,127.02068356837148,37.5939320490987
연립다세대,3883.413146079538,동자동,126.97243131123344,37.552071769984664
연립다세대,6429.860598907029,영등포동5가,126.90668058866623,37.52107507205193
연립다세대,2945.6831375930524,안암동4가,127.02466652458612,37.58068795862423
연립다세대,4900.681852128454,문래동1가,126.8970601169093,37.51228289803374
연립다세대,2721.9117319280685,계동,126.9869298037264,37.582351846324634
연립다세대,12093.597537734642,갈월동,126.97236574614853,37.54540641157512
연립다세대,1666.3801839319797,동선동2가,127.02002168547628,37.590179035535975
연립다세대,1972.9191019234047,안암동3가,127.0233367300506,37.58354634953801
연립다세대,1851.4234194961527,신교동,126.96794151918256,37.58450634891726
연립다세대,3339.19191919192,관수동,126.99047530198672,37.569076539627034
연립다세대,3287.951122477977,통의동,126.97286981564724,37.57807740683369
연립다세대,3044.222373806276,묵정동,127.00056275311572,37.5613464731871
연립다세대,7109.247311827957,남영동,126.97336209775143,37.54286180029602
연립다세대,2573.083765752409,통인동,126.97021938727214,37.580161372443214
연립다세대,4755.30207119464,당인동,126.92206848707312,37.54260554066827
연립다세대,1480.428596866097,보문동4가,127.0213675518561,37.58291802529641
연립다세대,1082.6011695906432,남산동2가,126.985787581769,37.558591578754445
연립다세대,2829.6268556907853,창성동,126.97247438320996,37.58056045161147
연립다세대,3447.494925216785,대신동,126.94430948103827,37.56422006958602
연립다세대,2744.4870527772287,남창동,126.9776216378925,37.55807987885562
연립다세대,2212.203107714603,옥천동,126.95912788407594,37.56935098044264
연립다세대,4590.363712438595,쌍림동,127.004242596513,37.563529241584455
연립다세대,2399.763018093242,신촌동,126.94139603706329,37.56554452948296
